Ref_Date,GEO,Geographical classification,INDEX,Vector,Coordinate,Value
1984/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,48.0
1984/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,52.4
1984/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,54.5
1984/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,54.5
1984/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,54.5
1984/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,54.5
1984/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,54.5
1984/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,54.5
1984/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,54.5
1984/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,54.5
1984/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,57.2
1984/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,57.2
1985/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,57.2
1985/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,58.7
1985/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,60.8
1985/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,61.3
1985/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,62.3
1985/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,62.3
1985/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,62.3
1985/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,62.3
1985/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,62.3
1985/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,62.3
1985/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,62.6
1985/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,62.6
1986/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,62.7
1986/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,66.9
1986/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,66.9
1986/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,66.9
1986/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,68.2
1986/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,68.2
1986/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,68.2
1986/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,68.2
1986/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,68.2
1986/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,68.2
1986/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,68.2
1986/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,68.2
1987/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,68.2
1987/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.4
1987/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.4
1987/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.4
1987/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.4
1987/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.4
1987/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.5
1987/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.5
1987/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.5
1987/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.5
1987/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.5
1987/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.5
1988/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.5
1988/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.5
1988/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.5
1988/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.5
1988/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,74.5
1988/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,75.3
1988/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,75.3
1988/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,75.3
1988/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,75.3
1988/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,75.3
1988/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,75.3
1988/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,76.1
1989/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,76.1
1989/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,78.8
1989/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,78.8
1989/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,78.8
1989/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,78.8
1989/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,80.2
1989/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,80.2
1989/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,81.0
1989/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,81.0
1989/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,81.0
1989/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,81.0
1989/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,81.0
1990/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,81.0
1990/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,81.5
1990/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,81.5
1990/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,81.5
1990/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,83.0
1990/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,83.0
1990/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,83.0
1990/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,83.0
1990/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,83.0
1990/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,83.0
1990/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,83.0
1990/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,83.3
1991/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,83.3
1991/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,85.9
1991/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,85.9
1991/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,85.3
1991/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.9
1991/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.9
1991/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.9
1991/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.8
1991/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.8
1991/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.8
1991/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.8
1991/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.8
1992/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.5
1992/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
1992/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.0
1992/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.0
1992/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1992/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1992/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1992/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1992/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1992/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1992/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1992/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.7
1993/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.7
1993/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1993/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1993/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1993/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.6
1993/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.6
1993/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.6
1993/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.6
1993/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.6
1993/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.6
1993/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.6
1993/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.6
1994/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.3
1994/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.3
1994/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.3
1994/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.3
1994/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.6
1994/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.8
1994/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.8
1994/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1994/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1994/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1994/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1994/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1995/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1995/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1995/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1995/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
1995/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.0
1995/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.1
1995/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.1
1995/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.1
1995/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.1
1995/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.1
1995/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1995/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1996/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1996/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1996/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1996/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1996/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1996/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1996/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1996/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1996/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1996/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.9
1996/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.7
1996/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.7
1997/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.7
1997/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.7
1997/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.7
1997/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.1
1997/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.9
1997/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.9
1997/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.9
1997/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1997/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1997/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1997/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1997/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1998/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1999/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1999/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1999/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1999/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1999/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1999/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1999/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.4
1999/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
1999/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
1999/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
1999/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
1999/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2000/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2001/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2001/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2001/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2001/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,86.7
2001/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
2001/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.7
2001/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
2001/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
2001/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,87.9
2001/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.2
2001/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.2
2001/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.2
2002/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.2
2002/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.6
2002/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.6
2002/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.6
2002/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.7
2002/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.7
2002/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.7
2002/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.7
2002/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.7
2002/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.7
2002/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.7
2002/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,88.7
2003/01,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.5
2003/02,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.5
2003/03,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.5
2003/04,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,89.5
2003/05,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.5
2003/06,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.5
2003/07,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.5
2003/08,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.5
2003/09,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.5
2003/10,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.5
2003/11,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.5
2003/12,"Saint John, Fredericton, and Moncton, New Brunswick","13310, 13320, 13305",Land only,v53600451,10.3,90.5
