Ref_Date,GEO,Geographical classification,INDEX,Vector,Coordinate,Value
2006/10,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,98.4
2006/11,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,98.4
2006/12,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,98.4
2007/01,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,98.4
2007/02,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.1
2007/03,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.1
2007/04,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.1
2007/05,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.1
2007/06,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.1
2007/07,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.1
2007/08,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.1
2007/09,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.1
2007/10,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.1
2007/11,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.2
2007/12,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.2
2008/01,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.7
2008/02,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2008/03,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2008/04,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2008/05,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2008/06,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2008/07,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2008/08,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2008/09,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2008/10,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2008/11,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2008/12,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/01,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/02,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/03,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/04,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/05,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/06,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/07,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/08,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/09,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/10,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/11,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2009/12,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2010/01,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2010/02,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,101.8
2010/03,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.6
2010/04,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,100.6
2010/05,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,99.8
2010/06,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,99.8
2010/07,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,99.8
2010/08,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,99.8
2010/09,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,99.9
2010/10,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,99.9
2010/11,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,99.9
2010/12,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,99.9
2011/01,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,99.9
2011/02,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2011/03,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2011/04,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2011/05,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2011/06,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2011/07,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2011/08,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2011/09,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2011/10,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2011/11,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2011/12,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2012/01,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2012/02,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2012/03,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2012/04,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2012/05,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2012/06,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.1
2012/07,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2012/08,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2012/09,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2012/10,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2012/11,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2012/12,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/01,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/02,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/03,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/04,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/05,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/06,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/07,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/08,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/09,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/10,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/11,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2013/12,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/01,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/02,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/03,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/04,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/05,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/06,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/07,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/08,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/09,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/10,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/11,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2014/12,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2015/01,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2015/02,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2015/03,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2015/04,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2015/05,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2015/06,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
2015/07,"Kitchener-Cambridge-Waterloo, Ontario",35541,Land only,v53600481,20.3,102.2
1981/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,64.9
1981/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,64.9
1981/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,64.5
1981/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,64.3
1981/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,64.3
1981/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,64.3
1981/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,64.3
1981/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,64.3
1981/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,61.9
1981/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,61.9
1981/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,61.9
1981/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,61.9
1982/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,61.9
1982/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,61.9
1982/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,61.9
1982/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,61.9
1982/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,60.6
1982/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,60.2
1982/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,60.2
1982/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,60.2
1982/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,60.2
1982/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,58.8
1982/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,58.2
1982/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,57.9
1983/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,57.9
1983/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,57.9
1983/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,57.9
1983/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,58.1
1983/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,58.8
1983/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,58.8
1983/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,58.8
1983/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,58.8
1983/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,59.7
1983/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,59.7
1983/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,61.4
1983/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,61.4
1984/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.1
1984/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.3
1984/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.3
1984/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.9
1984/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.6
1984/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.9
1984/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.9
1984/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.9
1984/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.7
1984/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.3
1984/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.5
1984/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.5
1985/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.5
1985/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,62.5
1985/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,64.2
1985/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,64.2
1985/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,65.9
1985/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,66.1
1985/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,66.1
1985/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,66.6
1985/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,66.9
1985/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,67.1
1985/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,68.3
1985/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,68.6
1986/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,69.5
1986/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,71.6
1986/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,71.6
1986/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,71.9
1986/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,73.0
1986/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,73.0
1986/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,73.1
1986/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,73.1
1986/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,73.1
1986/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,73.1
1986/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,73.5
1986/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,73.3
1987/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,73.9
1987/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,75.9
1987/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,76.2
1987/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,77.2
1987/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,77.6
1987/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,78.2
1987/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,78.2
1987/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,78.2
1987/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,78.2
1987/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,78.0
1987/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,78.0
1987/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,78.0
1988/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,78.2
1988/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,81.3
1988/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,81.6
1988/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,81.4
1988/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,81.8
1988/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,81.8
1988/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,81.8
1988/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,81.8
1988/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,81.8
1988/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,81.8
1988/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,81.8
1988/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,81.8
1989/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,82.2
1989/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,86.6
1989/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,87.6
1989/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,89.3
1989/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,89.3
1989/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,89.8
1989/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,89.8
1989/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,89.8
1989/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,89.8
1989/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,89.8
1989/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,89.8
1989/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,89.8
1990/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,89.8
1990/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,89.8
1990/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,91.4
1990/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.9
1990/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.9
1990/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.3
1990/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.3
1990/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.3
1990/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.3
1990/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.3
1990/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.3
1990/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.3
1991/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.6
1991/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.6
1991/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.7
1991/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.7
1991/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1991/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1991/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1991/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1991/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1991/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1991/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.5
1991/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.5
1992/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1992/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1992/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1992/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.3
1992/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.4
1992/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1992/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1992/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1992/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.7
1992/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.7
1992/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.7
1992/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,91.6
1993/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,91.6
1993/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,91.6
1993/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.4
1993/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.4
1993/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.4
1993/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.4
1993/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.4
1993/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1993/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1993/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,91.6
1993/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,91.6
1993/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,91.6
1994/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,91.6
1994/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,91.6
1994/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,91.6
1994/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1994/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1994/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1994/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1994/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1994/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1994/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.1
1994/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.8
1994/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,92.8
1995/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.4
1995/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.4
1995/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.4
1995/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.4
1995/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1995/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1995/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1995/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1995/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1995/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1995/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1995/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1996/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1996/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1996/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1996/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1996/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1996/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1996/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1996/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1996/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1996/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,93.0
1996/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,95.8
1996/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,95.8
1997/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,96.1
1997/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,96.6
1997/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,96.7
1997/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,96.5
1997/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,96.5
1997/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,96.8
1997/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,96.8
1997/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.2
1997/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.3
1997/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.4
1997/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.4
1997/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.4
1998/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.4
1998/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.4
1998/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.4
1998/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.4
1998/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.4
1998/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.5
1998/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.5
1998/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.3
1998/09,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,96.8
1998/10,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,96.8
1998/11,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,96.8
1998/12,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,96.8
1999/01,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.8
1999/02,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.3
1999/03,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.3
1999/04,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.8
1999/05,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.7
1999/06,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.5
1999/07,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.6
1999/08,"Windsor, Ontario",35559,Total (house and land),v53600482,21.1,97.6
